TAXREF17;TAXREF17
CD_REF;NOM LATIN
139469;Ptilostemon gnaphaloides subsp. gnaphaloides
966497;Hormathophylla saxigena
103008;Hormathophylla pyrenaica
116339;Ptychotis saxifraga
613585;Ptychotis saxifraga var. bipinnata
613124;Ptychotis saxifraga var. saxifraga
159944;Puccinellia capillaris
116349;Puccinellia distans
139476;Puccinellia distans subsp. distans
718397;Puccinellia distans subsp. fontana
611582;Puccinellia distans x
116349;Puccinellia fasciculata
139479;Puccinellia fasciculata subsp. fasciculata
116350;Puccinellia festuciformis
612552;Puccinellia festuciformis subsp. festuciformis
718398;Puccinellia festuciformis subsp. lagascana
612552;Puccinellia festuciformis subsp. festuciformis
116354;Puccinellia maritima
;
116367;Puccinellia festuciformis subsp. lagascana
116371;Puccinellia x hybrida
;
116373;Puccinellia x pannonica
532918;Pueraria montana var. lobata
116387;Pulicaria arabica
116392;Pulicaria dysenterica
611585;Pulicaria laciniata
116396;Pulicaria odora
116401;Pulicaria sicula
116405;Pulicaria vulgaris
116407;Pulmonaria affinis
116412;Pulmonaria australis
116416;Pulmonaria longifolia
139493;Pulmonaria longifolia subsp. cevennensis
139494;Pulmonaria longifolia subsp. delphinensis
139495;Pulmonaria longifolia subsp. longifolia
116418;Pulmonaria mollis
116418;Pulmonaria mollis
116418;Pulmonaria mollis
139498;Pulmonaria montana subsp. jurana
139500;Pulmonaria montana subsp. montana
116421;Pulmonaria obscura
116407;Pulmonaria affinis
116407;Pulmonaria affinis
116412;Pulmonaria australis
116433;Pulmonaria x hybrida
116435;Pulmonaria x notha
116436;Pulmonaria x ovalis
;
116440;Pulsatilla alpina
116448;Pulsatilla halleri
116456;Pulsatilla rubra
116456;Pulsatilla vernalis
116459;Pulsatilla vernalis
116456;Pulsatilla vulgaris
116460;Pulsatilla vulgaris
162125;Pulsatilla x bogenhardiana
447462;Punica granatum
93929;Cyperus flavescens
446661;Pyracantha angustifolia
717439;Pyracantha atalantioides
116485;Pyracantha coccinea
116487;Pyracantha crenulata
611595;Pyracantha fortuneana
621669;Pyracantha koidzumii
116487;Pyracantha rogersiana
116531;Pyrola chlorantha
116542;Pyrola media
116542;Pyrola minor
116547;Pyrola rotundifolia
139530;Pyrola rotundifolia subsp. maritima
139531;Pyrola rotundifolia subsp. rotundifolia
116553;Pyrola x graebneriana
116572;Pyrus calleryana
116574;Pyrus communis
620382;Pyrus communis subsp. communis
139545;Pyrus communis subsp. pyraster
116576;Pyrus cordata
116584;Pyrus elaeagnifolia
116594;Pyrus nivalis
717440;Pyrus pyrifolia
116603;Pyrus salicifolia
116604;Pyrus salviifolia
116610;Pyrus spinosa
116620;Pyrus x decaisneana
116621;Pyrus x harzlinszkyana
116622;Pyrus x mecsekensis
116623;Pyrus x michauxii
116624;Pyrus x pannonica
103678;Ipomoea coccinea
116669;Quercus canariensis
611409;Quercus canariensis x
116670;Quercus cerris
611406;Quercus cerris x
611410;Quercus cerris x
611408;Quercus cerris x
116672;Quercus coccifera
116762;Quercus coccinea
116677;Quercus crenata
116669;Quercus faginea
718399;Quercus faginea subsp. faginea
611411;Quercus frainetto
116704;Quercus ilex
116704;Quercus ilex
116704;Quercus ilex
116704;Quercus ilex
116708;Quercus ithaburensis
139574;Quercus ithaburensis subsp. macrolepis
116754;Quercus nigra
116740;Quercus palustris
139582;Quercus petraea
139582;Quercus petraea subsp. huguetiana
139584;Quercus petraea subsp. petraea
116751;Quercus pubescens
116751;Quercus pubescens
116751;Quercus pubescens
116754;Quercus pyrenaica
116751;Quercus robur
116759;Quercus robur
116759;Quercus robur
611405;Quercus robur x
116762;Quercus rubra
116774;Quercus suber
611407;Quercus velutina
933616;Quercus x auzendei
116799;Quercus x andegavensis
;
933616;Quercus x auzendei
;
116816;Quercus x firmurensis
116817;Quercus x fontqueri
116829;Quercus x kerneri
;
116836;Quercus x morisii
;
116838;Quercus x pseudocerris
116842;Quercus x rosacea
;
116848;Quercus x subalbescens
116853;Quercus x trabutii
116855;Quercus x turneri
;
106330;Linum radiola
116876;Ramonda myconi
116902;Ranunculus aconitifolius
116903;Ranunculus acris
139605;Ranunculus acris subsp. acris
139608;Ranunculus acris subsp. friesianus
116907;Ranunculus aduncus
116915;Ranunculus alnetorum
116917;Ranunculus alpestris
139642;Ranunculus alsaticus
116919;Ranunculus amplexicaulis
116922;Ranunculus angustifolius
116923;Ranunculus apheles
116928;Ranunculus aquatilis
611421;Ranunculus aquatilis x
139645;Ranunculus argoviensis
116932;Ranunculus arvensis
717442;Ranunculus asiaticus
116915;Ranunculus auricomus
116936;Ranunculus auricomus
139770;Ranunculus peltatus subsp. baudotii
116944;Ranunculus biformis
717443;Ranunculus boreoapenninus
116948;Ranunculus breyninus
116951;Ranunculus brunnescens
116952;Ranunculus bulbosus
116952;Ranunculus bulbosus
116952;Ranunculus bulbosus
116952;Ranunculus bulbosus
116953;Ranunculus bullatus
116963;Ranunculus canutii
116967;Ranunculus carinthiacus
611419;Ranunculus carinthiacus x
116968;Ranunculus carlittensis
116969;Ranunculus cassubicifolius
116970;Ranunculus cassubicus
717444;Ranunculus caucasicus
717445;Ranunculus chasii
139767;Ranunculus parviflorus subsp. chius
116977;Ranunculus circinans
116979;Ranunculus circinatus
611416;Ranunculus circinatus x
;
116989;Ranunculus cordiger
139690;Ranunculus cordiger subsp. cordiger
717446;Ranunculus cornutus
116997;Ranunculus demissus
117012;Ranunculus envalirensis
117016;Ranunculus fallax
117025;Ranunculus flammula
139706;Ranunculus flammula var. flammula
620402;Ranunculus flammula var. major
718763;Ranunculus flammula var. ovalis
139706;Ranunculus flammula var. flammula
117027;Ranunculus fluitans
117032;Ranunculus fontanus
116963;Ranunculus canutii
117043;Ranunculus glacialis
117044;Ranunculus glechomoides
117047;Ranunculus gouanii
611417;Ranunculus gouanii x
117049;Ranunculus gramineus
117049;Ranunculus gramineus
117052;Ranunculus gratiosus
117056;Ranunculus hederaceus
117059;Ranunculus hemicyclodon
117081;Ranunculus kuepferi
139722;Ranunculus kuepferi subsp. kuepferi
139723;Ranunculus kuepferi subsp. orientalis
116903;Ranunculus acris
117087;Ranunculus lanuginosus
117087;Ranunculus lanuginosus
117090;Ranunculus lateriflorus
717447;Ranunculus leptomeris
117096;Ranunculus lingua
117097;Ranunculus lingulatus
620394;Ranunculus lucorum
117104;Ranunculus lutarius
620392;Ranunculus lyratus
117108;Ranunculus macrophyllus
117109;Ranunculus marginatus
117111;Ranunculus marschlinsii
117115;Ranunculus megalodontoides
117119;Ranunculus millefoliatus
117122;Ranunculus modestipilosus
117123;Ranunculus monspeliacus
117123;Ranunculus monspeliacus
117123;Ranunculus monspeliacus
116907;Ranunculus montanus
117128;Ranunculus muricatus
717448;Ranunculus nicklesii
117090;Ranunculus nodiflorus
117144;Ranunculus ololeucos
117145;Ranunculus omiophyllus
117032;Ranunculus ophioglossifolius
;
117151;Ranunculus paludosus
117155;Ranunculus parnassifolius
139764;Ranunculus parnassifolius subsp. favargeri
139765;Ranunculus parnassifolius subsp. heterocarpus
139766;Ranunculus parnassifolius subsp. parnassifolius
117156;Ranunculus parviflorus
139767;Ranunculus parviflorus subsp. chius
718400;Ranunculus parviflorus subsp. parviflorus
116928;Ranunculus aquatilis
139770;Ranunculus peltatus subsp. baudotii
139771;Ranunculus peltatus subsp. fucoides
139772;Ranunculus peltatus subsp. peltatus
611427;Ranunculus peltatus x
117165;Ranunculus penicillatus
139775;Ranunculus penicillatus subsp. penicillatus
139776;Ranunculus penicillatus subsp. pseudofluitans
139776;Ranunculus penicillatus subsp. pseudofluitans
117165;Ranunculus penicillatus
139666;Ranunculus phragmiteti
117174;Ranunculus platanifolius
117175;Ranunculus polyanthemoides
117175;Ranunculus polyanthemos
;
;
139669;Ranunculus pseudovertumnalis
139670;Ranunculus puberulus
116919;Ranunculus gouanii
620393;Ranunculus quinatus
117201;Ranunculus repens
150460;Ranunculus flammula var. ovalis
;
;
;
;
117211;Ranunculus rionii
116989;Ranunculus sardous
;
;
117222;Ranunculus sartorianus
117224;Ranunculus sceleratus
139802;Ranunculus sceleratus subsp. sceleratus
117228;Ranunculus seguieri
117228;Ranunculus seguieri
117175;Ranunculus serpens
117235;Ranunculus sphinx
117239;Ranunculus stenoschistus
117246;Ranunculus sylviae
117247;Ranunculus symmetrus
117249;Ranunculus thora
116928;Ranunculus trichophyllus
139828;Ranunculus trichophyllus subsp. trichophyllus
139818;Ranunculus trichophyllus subsp. eradicatus
139828;Ranunculus trichophyllus subsp. trichophyllus
117257;Ranunculus trilobus
117144;Ranunculus tripartitus
117268;Ranunculus velutinus
971498;Ranunculus x aconitoides
116937;Ranunculus x aurigeranus
117276;Ranunculus x bachii
117277;Ranunculus x chrysanthus
117278;Ranunculus x digeneus
117279;Ranunculus x faurei
117280;Ranunculus x felixii
117281;Ranunculus x gelidus
117282;Ranunculus x glueckii
117283;Ranunculus x goldei
117284;Ranunculus x hiltonii
117292;Ranunculus x intermediifolius
117293;Ranunculus x kelchoensis
117294;Ranunculus x lacerus
117295;Ranunculus x lambertii
117297;Ranunculus x luizetii
117298;Ranunculus x lutzii
117104;Ranunculus lutarius
117300;Ranunculus x peredae
117301;Ranunculus x preaubertii
117302;Ranunculus x rohlenae
117303;Ranunculus x scissus
117304;Ranunculus x segretii
117305;Ranunculus x transdanubicus
117306;Ranunculus x virzionensis
117307;Ranunculus x yvesii
117353;Raphanus raphanistrum
139838;Raphanus raphanistrum subsp. landra
139841;Raphanus raphanistrum subsp. raphanistrum
139841;Raphanus raphanistrum subsp. raphanistrum
139841;Raphanus raphanistrum subsp. raphanistrum
139841;Raphanus raphanistrum subsp. raphanistrum
139841;Raphanus raphanistrum subsp. raphanistrum
117355;Raphanus sativus
613588;Raphanus sativus var. niger
613589;Raphanus sativus var. oleiformis
613587;Raphanus sativus var. sativus
117361;Raphanus x micranthus
117390;Rapistrum perenne
117393;Rapistrum rugosum
139849;Rapistrum rugosum subsp. orientale
139849;Rapistrum rugosum subsp. orientale
139850;Rapistrum rugosum subsp. rugosum
117426;Reichardia picroides
611439;Reichardia tingitana
117428;Reseda alba
139851;Reseda alba subsp. alba
139852;Reseda alba subsp. hookeri
117446;Reseda glauca
117452;
;
;
117458;Reseda lutea
139857;Reseda lutea subsp. lutea
139857;Reseda lutea subsp. lutea
139857;Reseda lutea subsp. lutea
117459;Reseda luteola
117459;Reseda luteola
117459;Reseda luteola
117459;Reseda luteola
117466;Reseda odorata
117452;Reseda lutea
117469;Reseda phyteuma
117469;Reseda phyteuma
608802;Reseda undata
117491;Reseda x guichardii
150565;Reynoutria japonica var. compacta
117503;Reynoutria japonica
117505;Reynoutria sachalinensis
117507;Reynoutria x bohemica
117512;Rhagadiolus edulis
117512;Rhagadiolus stellatus
117526;Rhamnus alaternus
139870;Rhamnus alaternus subsp. alaternus
139871;Rhamnus alaternus subsp. myrtifolia
117528;Rhamnus alpina
139873;Rhamnus alpina subsp. alpina
117530;Rhamnus cathartica
117543;
117543;Rhamnus oleoides
117545;Rhamnus persicifolia
117548;Rhamnus pumila
117551;Rhamnus saxatilis
117551;Rhamnus saxatilis
117551;Rhamnus saxatilis
139882;Rhamnus saxatilis subsp. saxatilis
117551;Rhamnus saxatilis
117559;Rhamnus x gayeri
117560;Rhamnus x hybrida
117561;Rhamnus x lemaniana
117562;Rhamnus x mercieri
447771;Rhapis excelsa
610872;Rhaponticoides alpina
717862;Rhaponticum centauroides
611455;Rhaponticum coniferum
612644;Rhaponticum coniferum subsp. coniferum
717862;Rhaponticum centauroides
117573;Rhaponticum heleniifolium
612626;Rhaponticum heleniifolium subsp. bicknellii
612262;Rhaponticum heleniifolium subsp. heleniifolium
611454;Rhaponticum repens
117573;Rhaponticum scariosum
612556;Rhaponticum scariosum subsp. scariosum
117581;Rheum rhaponticum
117585;Rheum x hybridum
117587;Rhinanthus alectorolophus
117587;Rhinanthus alectorolophus
117590;Rhinanthus angustifolius
139896;Rhinanthus angustifolius subsp. angustifolius
117595;Rhinanthus burnatii
117601;Rhinanthus glacialis
139914;Rhinanthus glacialis subsp. glacialis
117590;Rhinanthus minor
117616;Rhinanthus minor
117590;Rhinanthus angustifolius
117624;Rhinanthus pseudoantiquus
117625;Rhinanthus pumilus
117590;Rhinanthus angustifolius
117639;Rhinanthus x brigantinus
117640;Rhinanthus x fallax
117641;Rhinanthus x niederederi
117642;Rhinanthus x poeverleinii
117643;Rhinanthus x puberulus
117668;Rhodiola rosea
117674;Rhododendron arboreum
117675;Rhododendron augustinii
161356;Rhododendron augustinii subsp. augustinii
139952;Rhododendron augustinii subsp. chasmanthum
117678;Rhododendron calendulaceum
117679;Rhododendron ferrugineum
117680;Rhododendron hippophaeoides
117681;Rhododendron hirsutum
117682;Rhododendron impeditum
117684;Rhododendron japonicum
117685;Rhododendron kiusianum
117687;Rhododendron luteum
117688;Rhododendron molle
117691;Rhododendron occidentale
117692;Rhododendron ponticum
117692;Rhododendron ponticum
117692;Rhododendron ponticum
117693;Rhododendron simsii
117688;Rhododendron molle
117699;Rhododendron x intermedium
;
117701;Rhododendron x pulchrum
117705;Rhodotypos scandens
117712;Rhus coriaria
117715;Rhus glabra
117723;Rhus typhina
117723;Rhus typhina
160249;Toxicodendron vernicifluum
117731;Rhynchospora alba
117732;Rhynchospora fusca
117748;Ribes alpinum
117751;Ribes aureum
117766;Ribes nigrum
611475;Ribes nigrum x
117767;Ribes odoratum
117771;Ribes petraeum
117774;Ribes rubrum
117775;Ribes sanguineum
117781;Ribes speciosum
117782;Ribes spicatum
117787;Ribes uva-crispa
117787;Ribes uva-crispa
117787;Ribes uva-crispa
117791;Ribes x culverwellii
117792;Ribes x fontenayense
117793;Ribes x gordonianum
117796;Ribes x pallidum
117748;Ribes alpinum
117748;Ribes alpinum
117806;Ricinus communis
117820;Ridolfia segetum
611487;Robinia neomexicana
117860;Robinia pseudoacacia
611486;Robinia x ambigua
117866;
995830;Rochelia disperma
117876;Roemeria hybrida
139978;Roemeria hybrida subsp. hybrida
610857;Roldana petasitis
117885;Romulea arnaudii
611490;Romulea arnaudii x
117886;Romulea assumptionis
117885;Romulea arnaudii
117886;Romulea columnae
139986;Romulea columnae subsp. columnae
139987;Romulea columnae subsp. coronata
139991;Romulea columnae subsp. subalbida
611489;Romulea columnae x
117893;Romulea corsica
117897;Romulea florentii
611488;Romulea florentii x
117904;Romulea ligustica
117891;Romulea ramiflora
718401;Romulea ramiflora subsp. ramiflora
117919;Romulea requienii
;
117921;Romulea rollii
117885;Romulea arnaudii
117929;Romulea x jordanii
117933;Rorippa amphibia
117937;Rorippa austriaca
150615;Rorippa pyrenaica var. hispanica
117940;Rorippa islandica
117940;Rorippa palustris
117940;Rorippa islandica
150615;Rorippa pyrenaica var. hispanica
613671;Rorippa pyrenaica var. pyrenaica
117951;Rorippa sylvestris
117952;Rorippa x anceps
117953;Rorippa x armoracioides
117954;Rorippa x astyla
117956;Rorippa x brachystyla
117957;Rorippa x erythrocaulis
117958;Rorippa x hungarica
117960;Rorippa x menyhartiana
117962;Rorippa x neogradensis
117965;Rorippa x stenophylla
117970;Rosa abietina
117975;Rosa acharii
117986;Rosa agrestis
117992;Rosa alpicola
118016;Rosa arvensis
952511;Rosa balsamica
118030;Rosa banksiae
118043;Rosa blanda
717450;Rosa bracteata
118063;Rosa caballicensis
118064;Rosa caesia
117975;Rosa canina
118645;Rosa chavinii
118090;Rosa chinensis
118097;Rosa cinerea
118204;Rosa cinnamomea
118120;Rosa coriifolia
118121;Rosa corymbifera
118135;Rosa deseglisei
117975;Rosa caesia
118151;Rosa ecae
118158;Rosa elliptica
719131;Rosa favratii
118204;Rosa glauca
118184;Rosa foetida
117986;Rosa gallica
118198;Rosa gigantea
717452;Rosa gremlii
118256;Rosa inodora
118270;Rosa jundzillii
118299;Rosa luciae
118204;Rosa cinnamomea
118559;Rosa marginata
118329;Rosa micrantha
118339;Rosa mollis
118063;Rosa montana
118388;Rosa ostensa
118347;Rosa moschata
118350;Rosa moyesii
118329;Rosa micrantha
117970;Rosa obtusifolia
118388;Rosa ostensa
118397;Rosa pendulina
118397;Rosa spinosissima
118416;Rosa pouzinii
717453;Rosa pseudoscabriuscula
;
117986;Rosa rubiginosa
118477;Rosa rugosa
118016;Rosa luciae
118507;Rosa serafinii
118508;Rosa sericea
160159;Rosa omeiensis
118508;Rosa sericea
118512;Rosa sherardii
118507;Rosa sicula
118521;Rosa spinosissima
718402;Rosa spinosissima subsp. myriacantha
718403;Rosa spinosissima subsp. spinosissima
118524;Rosa squarrosa
118529;Rosa stylosa
952513;Rosa subcanina
952514;Rosa subcollina
118329;Rosa tomentosa
118559;Rosa trachyphylla
118571;Rosa valesiaca
117992;Rosa mollis
118592;Rosa vosagiaca
118602;Rosa x admista
118603;Rosa x alba
118606;Rosa x alpestris
118609;Rosa x amiliavensis
118610;Rosa x anachoretica
118611;Rosa x ancarensis
118073;Rosa x andegavensis
118614;Rosa x angilloniana
118616;Rosa x apricoides
118617;Rosa x areniensis
118621;Rosa x avrayensis
118624;Rosa x belnensis
118626;Rosa x bibracteata
118628;Rosa x bigeneris
118629;Rosa x bishopii
118631;Rosa x boraeana
118636;Rosa x brueggeri
118638;Rosa x burgalensis
118640;Rosa x buseri
118641;Rosa x campanulata
118643;Rosa x cantiana
118644;Rosa x caviniacensis
118646;Rosa x christii
118064;Rosa x collina
118649;Rosa x condaminea
118651;Rosa x consanguinea
118653;Rosa x coronata
118654;Rosa x costeana
118655;Rosa x costei
118658;Rosa x damascena
118121;Rosa x dumetorum
118668;Rosa x dupontii
118680;Rosa x gaillardii
118686;Rosa x giennensis
118689;Rosa x glaucoides
118693;Rosa x harisonii
118694;Rosa x hergtiana
118696;Rosa x hibernica
118697;Rosa x hispidocarpa
118717;Rosa x inelegans
118718;Rosa x intercalaris
118643;Rosa x involuta
118721;Rosa x iserana
118722;Rosa x iwara
118723;Rosa x jacksonii
118733;Rosa x longicolla
118736;Rosa x maassi
118740;Rosa x margerisonii
118744;Rosa x maureri
118747;Rosa x molletorum
118748;Rosa x molliformis
118751;Rosa x naumanii
118752;Rosa x nitidula
118753;Rosa x obovata
118756;Rosa x odorata
118759;Rosa x paradoxa
118761;Rosa x paulii
118688;Rosa x glaucoformis
118766;Rosa x pervirens
118773;Rosa x polliniana
118776;Rosa x praegeri
118781;Rosa x pseudoglauca
118783;Rosa x pseudorusticana
118784;Rosa x pseudowaitziana
118788;Rosa x reversa
118791;Rosa x rogersii
118792;Rosa x rotschildii
118794;Rosa x rouyana
118796;Rosa x rubrosa
118720;Rosa x sabinii
118801;Rosa x salaevensis
118802;Rosa x sanguisorbella
118804;Rosa x scabriuscula
118809;Rosa x scopulosa
118811;Rosa x sennenii
118813;Rosa x shoolbredii
118815;Rosa x silvicola
118818;Rosa x spinulifolia
118824;Rosa x subdola
118825;Rosa x suberecta
118826;Rosa x suberectiformis
118828;Rosa x subintrans
118832;Rosa x subpomifera
118834;Rosa x tephrophylla
118835;Rosa x terebenthacea
118837;Rosa x toddiae
118838;Rosa x tomentelliformis
118845;Rosa x verticillantha
118847;Rosa x vituperabilis
118848;Rosa x waitziana
118849;Rosa x wasserburgensis
118853;Rosa xanthina
153892;Rosa xanthina
1027822;Salvia rosmarinus
1027822;Salvia rosmarinus
118872;Rostraria cristata
118872;Rostraria cristata
118872;Rostraria cristata
717455;Rostraria hispida
118877;Rostraria pubescens
118879;Rotala filiformis
118900;Rouya polygama
118916;Rubia peregrina
140174;Rubia peregrina subsp. longifolia
140175;Rubia peregrina subsp. peregrina
140176;Rubia peregrina subsp. requienii
118920;Rubia tinctorum
883894;Koenigia polystachya
118924;Rubus abieticola
118925;Rubus abietinus
118927;Rubus aciodontus
;
717456;Rubus acutidens
118930;Rubus acutipetalus
118931;Rubus adornatus
118932;Rubus adscitus
118933;Rubus adspersus
1039360;Rubus aetnicus
118938;Rubus albiflorus
118939;Rubus alnicola
118940;Rubus alterniflorus
717457;Rubus ambulans
118942;Rubus amiantinus
118943;Rubus amoenus
;
717458;Rubus amphimalacus
1017200;Rubus subamplifolius
;
620522;Rubus amplistipulus
118947;Rubus analogus
118948;Rubus andegavensis
118950;Rubus angustifrons
118951;Rubus angustisetus
118952;Rubus anisacanthoides
;
118954;Rubus anoplostachys
119211;Rubus micans
118956;Rubus apricus
;
118958;Rubus ardens
118959;Rubus arduennensis
118960;Rubus argenteus
118962;Rubus argutipilus
118963;Rubus armeniacus
620512;Rubus arrheniiformis
118964;Rubus arrigens
118965;Rubus aspericaulis
717459;Rubus asperidens
118966;Rubus aspernatus
717460;Rubus austroslovacus
118968;Rubus aviicola
118969;Rubus axillaris
1017189;Rubus macrostemonides
118971;Rubus bayeri
1017984;Rubus nigricans
118974;Rubus bellatus
118975;Rubus bertramii
118977;Rubus bifrons
717863;Rubus bipartitus
118978;Rubus biserratus
118979;Rubus bloxamii
118980;Rubus boraeanus
119375;
118982;Rubus boulayi
620509;Rubus brachythyrsus
118983;Rubus bracteatus
118985;Rubus bregutiensis
118986;Rubus britannicus
119143;Rubus hylophilus
118988;Rubus brumalis
118991;Rubus caeresiensis
118992;Rubus caeruleicaulis
118993;Rubus caesius
118997;Rubus calligyne
119000;Rubus calvescens
;
717462;Rubus canadensis
717463;Rubus canaliculatus
119024;Rubus aetnicus
119024;Rubus x collinus
119024;Rubus x collinus
119024;Rubus x collinus
119004;Rubus cardiophyllus
118933;Rubus adspersus
717464;Rubus cavatifolius
119007;Rubus ceretanus
620509;
119009;Rubus chloocladus
119010;Rubus chlorostachys
119012;Rubus chloroxylon
;
119017;Rubus cinerascens
119023;Rubus collicola
119025;Rubus commiscibilis
119026;Rubus condensatus
717465;Rubus confinis
119028;Rubus consobrinus
119029;Rubus conspicuus
620515;Rubus constrictus
119030;Rubus conterminus
119032;Rubus corylinus
119033;Rubus corymbosus
;
;
119039;Rubus curtiglandulosus
717466;Rubus cuspidatus
717467;Rubus cuspidiferus
;
119042;Rubus declivis
119043;Rubus decurtatus
119044;Rubus decussatus
119045;Rubus dejonghii
717468;Rubus delectus
620531;Rubus dentatus
717469;Rubus devitatus
118977;Rubus discolor
717470;Rubus distractus
119050;Rubus divaricatus
119051;Rubus divergens
119052;Rubus divexiramus
119053;Rubus doranus
119054;Rubus drymophilus
119056;Rubus dumnoniensis
119058;Rubus echinatus
717471;Rubus echinophora
717472;Rubus echinosepalus
119061;Rubus egregius
119062;Rubus elatior
119063;Rubus elegans
119065;Rubus elegantispinosus
119066;Rubus elongatifolius
119069;Rubus erinaceus
119070;Rubus eriostachys
119071;Rubus erythradenes
119072;Rubus erythrinus
119074;Rubus euryanthemus
119075;Rubus evagatus
966522;Rubus bicolor
119077;Rubus excultus
119078;Rubus exilis
119079;Rubus expolitus
119081;Rubus fagicola
119082;Rubus falcifer
717473;Rubus fasciculatus
;
611523;Rubus fissipetalus
119088;Rubus fissurarum
119201;Rubus flaccidus
119091;Rubus flaviramus
119044;Rubus flexuosus
119220;Rubus montanus
119093;Rubus foliosus
119094;Rubus fragariiflorus
611512;Rubus frederici
118993;Rubus fruticosus
119098;Rubus furvus
119099;Rubus fuscater
119033;Rubus fuscus
119101;Rubus garumnicus
118983;Rubus bracteatus
119103;Rubus geniculatus
717496;Rubus nemophilus
119106;Rubus glabellus
119108;Rubus glandulosus
119109;Rubus glaucellus
119110;Rubus godronii
;
119112;Rubus goniophyllus
119113;Rubus grabowskii
119130;Rubus hirtus
119114;Rubus gracilis
119115;Rubus granulatus
;
119117;Rubus gratiosus
119118;Rubus gratus
119120;Rubus gremlii
966595;Rubus holandrei
119121;Rubus guentheri
717477;Rubus hadracanthos
119123;Rubus hebecaulis
717478;Rubus hebes
119124;Rubus hebetatus
119126;Rubus hemistemon
;
119128;Rubus hercynicus
717479;Rubus hilsianus
119071;Rubus hirtus
119132;Rubus hispidissimus
119135;Rubus holerythros
717480;Rubus holosericeus
119136;Rubus horridicaulis
;
717481;Rubus horridus
;
119139;Rubus humiliformis
;
119142;Rubus hylonomus
119143;Rubus hylophilus
119144;Rubus hypochlous
119147;Rubus hypomalacus
717482;Rubus hystricopsis
119149;Rubus idaeus
718404;Rubus idaeus subsp. idaeus
717483;Rubus ignoratus
162458;Rubus imbricatus
119150;Rubus impolitus
;
119152;Rubus incanescens
119153;Rubus incultus
717484;Rubus indutus
;
;
620524;Rubus inopacatus
119156;Rubus insectifolius
119119;Rubus insericatus
119158;Rubus insolatus
119159;Rubus integribasis
119160;Rubus interruptus
717485;Rubus intricatus
119161;Rubus irrufatus
119162;Rubus iuvenis
119163;Rubus jactabundus
;
118956;
;
119170;Rubus lacertosus
119171;Rubus laciniatus
717486;Rubus lamprocaulos
119175;Rubus lanatus
119176;Rubus lasiothyrsus
717487;Rubus leightonii
717488;Rubus leiningeri
119245;Rubus oigocladus
119179;Rubus leptadenes
;
119182;Rubus lespinassei
119183;Rubus leucadenes
119184;Rubus leucandrus
717489;Rubus leucophaeus
119186;Rubus leucostachys
119187;Rubus leucotrichus
119191;Rubus lindenbergii
119192;Rubus lindleianus
119193;Rubus linkianus
717490;Rubus loehrii
119195;Rubus longicuspis
119198;Rubus longisepalus
118938;Rubus macrophyllus
119202;Rubus macrostachys
119205;Rubus majusculus
119207;Rubus melanoxylon
119208;Rubus menkei
119210;Rubus mercieri
119211;Rubus micans
119213;Rubus microstachys
119214;Rubus minutidentatus
119216;Rubus minutiflorus
;
119220;Rubus bicolor
717491;Rubus morifolius
717492;Rubus morvennicus
717493;Rubus mougeotii
119223;Rubus mucronipetalus
;
119225;Rubus muelleri
;
;
119228;Rubus multifidus
1017196;
;
119230;Rubus napophiloides
717495;Rubus negatus
717496;Rubus nemophilus
119232;Rubus nemoralis
119233;Rubus nemorensis
119234;Rubus nemorosus
119235;Rubus nessensis
611518;Rubus neurophanes
119236;Rubus nigricatus
119237;Rubus frederici
611514;Rubus nobilissimus
119017;Rubus cinerascens
611508;Rubus obtusangulus
717497;Rubus obvallatus
611520;Rubus odoratus
119244;Rubus offensus
118931;Rubus oigocladus
;
119247;Rubus omalus
119050;Rubus divaricatus
118975;Rubus bertramii
119251;Rubus orbifolius
119252;Rubus oreades
717499;Rubus orthostachys
119100;Rubus pallidus
717500;Rubus pannosus
119254;Rubus papulosus
717501;Rubus parthenocissus
119255;Rubus parvulipetalus
119257;Rubus pedatifolius
1017984;Rubus nigricans
119259;Rubus pendulinus
;
;
717502;Rubus pericrispatus
119263;Rubus phoenicolasius
119264;Rubus phyllostachys
717503;Rubus picearum
119265;Rubus pierratii
119267;Rubus pilifer
;
788792;Rubus platyacanthus
119050;Rubus plicatus
;
119273;Rubus podophylloides
119274;Rubus podophyllos
162290;Rubus polyoplon
;
119284;Rubus procerus
119278;Rubus praedatus
119279;Rubus praeruptorum
119281;Rubus prei
119282;Rubus prionatus
119283;Rubus prionodontus
119285;Rubus prolongatus
;
119297;Rubus questieri
611499;Rubus pruinosus
;
119375;Rubus uncinatus
119290;Rubus pulcher
119291;Rubus pullatifolius
119292;Rubus puripulvis
118943;Rubus amoenus
611513;Rubus pydarensiformis
119294;Rubus pyramidalis
119295;Rubus pyrenaicus
119296;Rubus querceticola
119081;Rubus questieri
717505;Rubus quineyi
118983;Rubus radula
119299;Rubus reuteri
119235;Rubus rhamnifolius
119301;Rubus rhombicus
119205;Rubus rhombifolius
119304;Rubus rivularis
;
119306;Rubus rosaceus
119307;Rubus rosellus
717506;Rubus rotundifoliatus
966540;Rubus velutinus
119311;Rubus rubiginosus
119312;Rubus rudis
119313;Rubus rufescens
620516;Rubus saltuum
;
119318;Rubus saxatilis
717507;Rubus saxicola
119319;Rubus saxigenus
119320;Rubus scaber
717508;Rubus scabrosus
;
119223;Rubus schleicheri
119323;Rubus schmidelyanus
966601;Rubus atrovirens
;
;
