TAXREF17;TAXREF17
CD_REF;NOM LATIN
106698;Lotus pedunculatus
106708;Lotus rectus
106720;Lotus tetragonolobus
106742;Ludwigia grandiflora
612513;Ludwigia grandiflora subsp. hexapetala
106747;Ludwigia palustris
106748;Ludwigia peploides
612514;Ludwigia peploides subsp. montevidensis
448692;Ludwigia peploides subsp. peploides
106754;Lunaria annua
106761;Lunaria rediviva
106765;Lupinus albus
106766;Lupinus angustifolius
106766;Lupinus angustifolius
106767;Lupinus arboreus
106768;Lupinus cosentinii
106780;Lupinus luteus
106784;Lupinus micranthus
610902;Lupinus nootkatensis
106786;Lupinus perennis
106768;Lupinus cosentinii
106789;Lupinus polyphyllus
106800;Lupinus x regalis
106807;Luronium natans
106812;Luzula alpina
106813;Luzula alpinopilosa
137481;Luzula alpinopilosa subsp. alpinopilosa
137481;Luzula alpinopilosa subsp. alpinopilosa
106818;Luzula campestris
718377;Luzula campestris subsp. campestris
106823;Luzula congesta
106825;Luzula desvauxii
106828;Luzula forsteri
106828;Luzula forsteri
137496;Luzula forsteri subsp. forsteri
106825;Luzula desvauxii
106838;Luzula lutea
106839;Luzula luzulina
106840;Luzula luzuloides
718713;Luzula luzuloides var. erythranthema
613135;Luzula luzuloides var. luzuloides
106823;Luzula multiflora
612515;Luzula multiflora subsp. monticola
137507;Luzula multiflora subsp. multiflora
137507;Luzula multiflora subsp. multiflora
106851;Luzula pallidula
106840;Luzula nivea
106851;Luzula pallidula
106852;Luzula pedemontana
106853;Luzula pediformis
106854;Luzula pilosa
106859;Luzula spicata
137516;Luzula spicata subsp. italica
137520;Luzula spicata subsp. spicata
137520;Luzula spicata subsp. spicata
106812;Luzula sudetica
106863;Luzula sylvatica
137521;Luzula sylvatica subsp. sieberi
137522;Luzula sylvatica subsp. sylvatica
106868;Luzula x bornmuellariana
106869;Luzula x borreri
106870;Luzula x buchenaui
106871;Luzula x cechica
106872;Luzula x danica
106873;Luzula x depauperata
106874;Luzula x dominii
106875;Luzula x favratii
106876;Luzula x hasleri
106877;Luzula x hermanni-muelleri
106879;Luzula x johannis-principis
106880;Luzula x lepetitiana
106881;Luzula x levieri
106883;Luzula x romanica
;
106885;Luzula x slovaca
610906;Luzula x somedana
106886;Luzula x vinesii
;
106902;Lychnis chalcedonica
106910;Lychnis coronaria
106918;Lychnis flos-cuculi
718378;Lychnis flos-cuculi subsp. flos-cuculi
106919;Lychnis flos-jovis
717299;Lycianthes rantonnetii
106964;Lycium afrum
106965;Lycium barbarum
106966;Lycium chinense
106969;Lycium europaeum
106993;Lycopodiella inundata
95056;Diphasiastrum alpinum
107003;Lycopodium clavatum
107003;Lycopodium clavatum
95056;Diphasiastrum complanatum
95058;Diphasiastrum x issleri
;
95060;Diphasiastrum tristachyum
95061;Diphasiastrum x zeilleri
107027;Lycopsis arvensis
107032;Lycopsis orientalis
107038;Lycopus europaeus
107038;Lycopus europaeus
107038;Lycopus europaeus
107038;Lycopus europaeus
107039;Lycopus exaltatus
717300;Lygeum spartum
610602;Lysichiton americanus
610909;Lysimachia arvensis
610909;Lysimachia arvensis
1021462;Lysimachia loeflingii
1021454;Lysimachia talaverae
107057;Lysimachia ciliata
107061;Lysimachia ephemerum
610911;Lysimachia europaea
706505;Lysimachia foemina
107066;Lysimachia linum-stellatum
610907;Lysimachia maritima
610910;Lysimachia minima
610912;Lysimachia monelli
107072;Lysimachia nemorum
107073;Lysimachia nummularia
107077;Lysimachia punctata
107085;Lysimachia tenella
107086;Lysimachia thyrsiflora
610908;Lysimachia tyrrhenia
107090;Lysimachia vulgaris
717301;Lysimachia x intermedia
107093;Lythrum acutangulum
107097;Lythrum borysthenicum
107106;Lythrum hyssopifolia
107108;Lythrum junceum
610997;Lythrum lineare
107115;Lythrum portula
107117;Lythrum salicaria
107122;Lythrum thesioides
;
107125;Lythrum tribracteatum
107126;Lythrum virgatum
1019637;Macleaya cordata
107130;Maclura pomifera
107131;Macrochloa tenacissima
718379;Macrochloa tenacissima subsp. tenacissima
109831;Odontites glutinosus
608184;Odontites longiflorus
107136;Madia sativa
;
107136;Madia sativa
107139;Magnolia denudata
107141;Magnolia grandiflora
107142;Magnolia hypoleuca
107143;Magnolia kobus
107144;Magnolia liliiflora
107147;Magnolia sieboldii
107148;Magnolia stellata
1015184;Magnolia x soulangeana
107152;Magydaris pastinacea
107158;Maianthemum bifolium
161926;Maillea crypsoides
610619;Malabaila secacul
107176;Malcolmia africana
717302;Malcolmia arenaria
107183;Malcolmia flexuosa
107185;Malcolmia littorea
107183;Malcolmia flexuosa
107351;Maresia nana
107190;Malcolmia ramosissima
932515;Neotorularia torulosa
107192;Malcolmia triloba
610627;Malephora crocea
107197;Malope malacoides
107200;Malope trifida
107203;Malus baccata
107207;Malus domestica
107207;Malus domestica
107208;Malus floribunda
107209;Malus hupehensis
107207;Malus domestica
107214;Malus sieboldii
107216;Malus spectabilis
107207;Malus sylvestris
932896;Malus x arnoldiana
107221;Malus x purpurea
159727;Malva aegyptia
107224;Malva alcea
107224;Malva alcea
107224;Malva alcea
107233;Malva arborea
107243;Malva cretica
137569;Malva cretica subsp. althaeoides
137571;Malva cretica subsp. cretica
611016;Malva durieui
966256;Malva longiflora
107282;Malva moschata
717790;Malva multiflora
107284;Malva neglecta
107286;Malva nicaeensis
107290;Malva olbia
107295;Malva parviflora
107302;Malva punctata
107303;Malva pusilla
107313;Malva setigera
717791;Malva subovata
;
107318;Malva sylvestris
107318;Malva sylvestris
107318;Malva sylvestris
107321;Malva thuringiaca
107323;Malva tournefortiana
717304;Malva trimestris
107324;Malva verticillata
717791;Malva subovata
;
717792;Malva x clementii
107337;Malva x intermedia
107330;Malva x adulterina
107336;Malva x inodora
107337;Malva x intermedia
107338;Malva x littoralis
107339;Malva x zoernigii
610628;Malvella leprosa
;
717305;Mantisalca duriaei
107347;Mantisalca salmantica
107351;Maresia nana
94009;Cyperus rigens
717306;Marrubium alysson
611020;Marrubium cuneatum
107388;Marrubium incanum
107393;Marrubium peregrinum
107395;Marrubium supinum
107397;Marrubium vulgare
;
;
611021;Marsilea drummondii
107407;Marsilea quadrifolia
107409;Marsilea strigosa
107435;Matricaria aurea
107440;Matricaria chamomilla
107440;Matricaria chamomilla
107440;Matricaria chamomilla
107440;Matricaria chamomilla
107446;Matricaria discoidea
160988;Otospermum glabrum
107486;Matteuccia struthiopteris
107491;Matthiola fruticulosa
107495;Matthiola incana
137593;Matthiola incana subsp. incana
107496;Matthiola longipetala
160537;Matthiola longipetala subsp. bicornis
107500;Matthiola sinuata
107500;Matthiola sinuata
107506;Matthiola tricuspidata
107509;Matthiola valesiaca
107574;Medicago arabica
107575;Medicago arborea
717793;Medicago astroides
107588;Medicago ciliaris
107595;Medicago coronata
107605;Medicago disciformis
107606;Medicago doliata
107606;Medicago doliata
107606;Medicago doliata
137666;Medicago sativa subsp. falcata
611026;Medicago globosa
107623;Medicago granadensis
107665;Medicago murex
107629;Medicago hybrida
107588;Medicago intertexta
107635;Medicago italica
107635;Medicago italica
107635;Medicago italica
107639;Medicago laciniata
107635;Medicago littoralis
107635;Medicago italica
107647;Medicago littoralis
107649;Medicago lupulina
148552;Medicago lupulina var. lupulina
148552;Medicago lupulina var. lupulina
148553;Medicago lupulina var. willdenowiana
107654;Medicago marina
107658;Medicago minima
107658;Medicago minima
107658;Medicago minima
107658;Medicago minima
107639;Medicago laciniata
107662;Medicago monspeliaca
107654;Medicago murex subsp. sphaerocarpos
718380;Medicago murex subsp. murex
137648;Medicago murex subsp. sphaerocarpos
107669;Medicago muricoleptis
107677;Medicago orbicularis
154439;Medicago orbicularis var. castellana
107677;Medicago orbicularis
148576;Medicago orbicularis var. orbicularis
717794;Medicago phrygia
107688;Medicago polyceratia
107574;Medicago polymorpha
107689;Medicago polymorpha
107689;Medicago polymorpha
107689;Medicago polymorpha
107692;Medicago praecox
137666;Medicago sativa subsp. falcata
107701;Medicago radiata
107706;Medicago rigidula
107710;Medicago rugosa
107711;Medicago sativa
;
137666;Medicago sativa subsp. falcata
137668;Medicago sativa subsp. glomerata
137668;Medicago sativa subsp. glomerata
137672;Medicago sativa subsp.
137673;Medicago sativa subsp. sativa
107712;Medicago scutellata
107713;Medicago secundiflora
107717;Medicago soleirolii
107725;Medicago sativa subsp. falcata
107725;Medicago suffruticosa
107725;Medicago suffruticosa
107728;Medicago tenoreana
107647;Medicago truncatula
107742;Medicago turbinata
107606;Medicago doliata
107748;Medicago x casellasii
107755;Medicago x sabulensis
107786;Melampyrum arvense
107786;Melampyrum arvense
107786;Melampyrum arvense
160460;Melampyrum nemorosum subsp. catalaunicum
107790;Melampyrum cristatum
161335;Melampyrum italicum
107794;Melampyrum delphinense
107795;Melampyrum pratense
717307;Melampyrum subalpinum
107795;Melampyrum pratense
1019388;Melampyrum nemorosum subsp. nemorosum
611035;
107838;Melia azedarach
107841;Melica altissima
107842;Melica amethystina
107842;Melica ciliata
137719;Melica ciliata subsp. ciliata
137723;Melica ciliata subsp. magnolii
;
137726;Melica ciliata subsp. transsilvanica
137723;Melica ciliata subsp. magnolii
107867;Melica minuta
718716;Melica minuta var. latifolia
160979;Melica minuta var. minuta
107871;Melica nutans
107880;Melica uniflora
107886;Melilotus albus
107887;Melilotus altissimus
127555;Trigonella caerulea
107905;Melilotus elegans
107914;Melilotus indicus
107915;Melilotus infestus
107917;Melilotus italicus
107936;Melilotus messanensis
107914;Melilotus spicatus
107887;Melilotus altissimus
141934;Trigonella caerulea subsp. procumbens
107963;Melilotus segetalis
107963;Melilotus segetalis
717308;Melilotus speciosus
107965;Melilotus spicatus
107915;Melilotus sulcatus
107972;Melilotus wolgicus
107973;Melilotus x haussknechtianus
107975;Melilotus x scythicus
107992;Melissa officinalis
137740;Melissa officinalis subsp. altissima
137741;Melissa officinalis subsp. officinalis
108003;Melittis melissophyllum
137742;Melittis melissophyllum subsp. melissophyllum
108005;Melomphis arabica
108027;Mentha aquatica
108027;Mentha aquatica
108027;Mentha aquatica
108029;Mentha arvensis
108044;Mentha cervina
108103;Mentha longifolia
108103;Mentha longifolia
108138;Mentha pulegium
108145;Mentha requienii
1028363;Mentha requienii subsp. requienii
1028363;Mentha requienii subsp. requienii
108103;Mentha spicata
108166;Mentha spicata
108166;Mentha spicata
108089;Mentha suaveolens
108089;Mentha insularis
108168;Mentha suaveolens
108228;Mentha x carinthiaca
108235;Mentha x cyrnea
108236;Mentha x dalmatica
108241;Mentha x dumetorum
;
108249;Mentha x gracilis
108241;Mentha x piperita
108295;Mentha x piperita
108241;Mentha x dumetorum
108295;Mentha x piperita
108308;Mentha x rotundifolia
108318;Mentha x smithiana
108321;Mentha x suavis
108027;Mentha x verticillata
108168;Mentha x villosa
108332;Mentha x villosa
108332;Mentha x villosa
;
108345;Menyanthes trifoliata
108350;Mercurialis ambigua
108350;Mercurialis annua
108354;Mercurialis corsica
108357;Mercurialis huetii
160457;Mercurialis ovata
108361;Mercurialis perennis
108367;Mercurialis tomentosa
108369;Mercurialis x longifolia
108370;Mercurialis x malinvaudii
108372;Mercurialis x theodon
92139;Colchicum filifolium
610634;Mericarpaea vaillantioides
108391;Mesembryanthemum crystallinum
108399;Mesembryanthemum nodiflorum
108448;Metasequoia glyptostroboides
108454;Meum athamanticum
108454;Meum athamanticum
108477;Mibora minima
717309;Micranthes clusii
108484;Micranthes hieraciifolia
717310;Micranthes stellaris
108504;Micromeria filiformis
137807;Micromeria filiformis subsp. minutifolia
108505;Micromeria graeca
137808;Micromeria graeca subsp. graeca
108506;Micromeria juliana
108507;Micromeria marginata
610658;Microparacaryum intermedium
160366;Micropus supinus
108519;Micropyrum tenellum
108519;Micropyrum tenellum
108519;Micropyrum tenellum
108522;Microthlaspi perfoliatum
108522;Microthlaspi perfoliatum
108537;Milium effusum
108543;Milium montianum
108543;Milium vernale
137814;Milium vernale subsp. scabrum
137815;Milium vernale subsp. vernale
962398;Wisteriopsis japonica
717311;Mimulus ringens
1000336;Cherleria capillacea
1000392;Facchinia cerastiifolia
108595;Minuartia funkii
719130;Rhodalsine geniculata
159924;Minuartia glomerata
159924;Minuartia glomerata subsp. burnatii
611070;Minuartia hamata
1001991;Sabulina tenuifolia subsp. hybrida
1000533;Sabulina tenuifolia subsp. laxa
1001990;Sabulina tenuifolia subsp. tenuifolia
108601;Minuartia lanuginosa
1000304;Cherleria laricifolia
1000311;Cherleria laricifolia subsp. diomedis
1000312;Cherleria laricifolia subsp. laricifolia
119748;Sabulina mediterranea
108606;Minuartia montana
137829;Minuartia montana subsp. wiesneri
108601;Minuartia lanuginosa
108612;Minuartia recurva
148742;Minuartia recurva var. thevenaei
1018065;Minuartia recurva var. recurva
108601;Minuartia rostrata
108601;Minuartia lanuginosa
108595;Minuartia mucronata
1000405;Facchinia rupestris
97925;Facchinia lanceolata
1000405;Facchinia rupestris
717314;Minuartia sclerantha
90863;Cherleria sedoides
108617;Minuartia setacea
161674;Sabulina stricta
119754;Sabulina verna
1000573;Sabulina verna subsp. verna
;
119756;Sabulina viscosa
108628;Mirabilis jalapa
108629;Mirabilis longiflora
611071;Miscanthus sacchariflorus
108642;Miscanthus sinensis
717315;Miscanthus x giganteus
108644;Misopates calycinum
108644;Misopates orontium
108672;Modiola caroliniana
717316;Modiolastrum lateritium
717317;Moehringia argenteria
108680;Moehringia ciliata
108683;Moehringia intermedia
108684;Moehringia lebrunii
108683;Moehringia muscosa
108689;Moehringia pentandra
108683;Moehringia intermedia
108684;Moehringia lebrunii
108694;Moehringia sedoides
108694;Moehringia sedoides
108689;Moehringia trinervia
108699;Moehringia x hybrida
108703;Moenchia erecta
108703;Moenchia erecta
108703;Moenchia erecta
160216;Moenchia mantica
108713;Molineriella laevis
108714;Molineriella minuta
108714;Molineriella minuta
108717;Molinia arundinacea
108717;Molinia caerulea
108736;Mollugo verticillata
1012157;Molopospermum peleponnesiacum
;
160478;Monarda didyma
160479;Monarda fistulosa
160477;Monarda punctata
108755;Moneses uniflora
762076;Hypopitys monotropa
762076;Hypopitys monotropa
762076;Hypopitys monotropa
762076;Hypopitys monotropa
;
;
137883;Montia fontana subsp. minor
108785;Montia fontana
137877;Montia fontana subsp. amporitana
717318;Moorochloa eruciformis
108802;Moraea sisyrinchium
108805;Moricandia arvensis
717319;Moricandia crenulata
108807;Morisia monanthos
108810;Morus alba
446743;Morus australis
108822;Morus nigra
108841;Muehlenbeckia complexa
717795;Muhlenbergia mexicana
;
108863;Murbeckiella pinnatifida
982818;Murbeckiella omissa
108866;Muscari armeniacum
108867;Muscari atlanticum
160926;Muscari azureum
108869;Muscari botryoides
108869;Muscari botryoides
108869;Muscari botryoides
108896;Muscari motelayi
108874;Muscari comosum
;
108896;Muscari motelayi
108898;Muscari neglectum
610914;Muscari parviflorum
610915;Muscari x rocheri
610917;Mutellina adonidifolia
108918;Mutellina corsica
108918;Mutellina corsica
108918;Mutellina corsica
108948;Myagrum perfoliatum
108979;Myoporum laetum
108980;Myoporum tenuifolium
108987;Myosotis alpestris
108996;Myosotis arvensis
108996;Myosotis arvensis
108996;Myosotis arvensis
109001;Myosotis balbisiana
717320;Myosotis brachypoda
611001;Myosotis cadmea
109011;Myosotis congesta
109013;Myosotis corsicana
137906;Myosotis corsicana subsp. corsicana
137907;Myosotis corsicana subsp. pyrenaeorum
109015;Myosotis decumbens
137908;Myosotis decumbens subsp. decumbens
137909;Myosotis decumbens subsp. teresiana
109001;Myosotis discolor
109020;Myosotis dubia
109020;Myosotis dubia
109091;Myosotis scorpioides
109042;Myosotis laxa
137914;Myosotis laxa subsp. cespitosa
717321;Myosotis martini
109053;Myosotis michaelae
